account_length,international_plan,voice_mail_plan,total_intl_charge,number_customer_service_calls,churn,total_call,total_minutes,total_charge
74,0,0,2.35,0,no,287,638.0,60.730000000000004
81,1,1,2.13,1,no,321,772.5999999999999,74.98
81,0,0,3.56,4,no,282,604.0,56.66
28,0,0,2.24,6,yes,282,509.1,43.150000000000006
111,0,0,3.02,0,no,324,527.8,53.849999999999994
3,0,1,3.08,2,no,287,592.5,44.85
51,0,0,2.59,1,yes,361,758.5,76.28999999999999
68,0,1,3.97,1,no,305,628.5999999999999,61.400000000000006
163,0,0,2.59,0,yes,267,684.5,72.55
87,0,0,3.54,2,no,227,623.7,53.0
58,0,0,3.75,0,yes,281,582.7,48.63
109,0,0,3.11,0,no,365,526.3,50.17
111,0,0,2.81,4,no,301,733.1,70.23
144,0,0,4.05,2,no,264,359.4,38.589999999999996
135,0,0,2.27,5,yes,294,715.2,75.21000000000001
107,0,1,2.03,1,no,297,508.8,45.169999999999995
149,0,0,2.08,2,no,291,487.8,51.96
56,0,0,1.19,1,no,344,583.2,65.41
129,0,0,2.84,0,no,284,593.5,48.59
92,0,0,2.46,0,no,329,629.9,67.99
67,0,1,3.92,1,no,304,659.6,55.21
120,0,0,2.51,0,no,284,600.4000000000001,65.39
166,0,0,3.35,1,no,326,604.6,61.900000000000006
66,0,0,2.48,1,no,312,534.2,45.47
76,0,0,2.27,0,no,285,541.1999999999999,56.27
79,0,0,2.38,2,no,388,678.1,66.61
98,0,1,3.48,2,no,333,638.5999999999999,60.260000000000005
141,0,1,2.11,1,no,310,704.6,71.78
46,0,0,2.75,3,no,278,584.9,58.22
137,0,0,1.97,3,no,274,476.8,41.34
171,0,0,2.59,1,yes,292,636.5,71.66000000000001
10,0,0,3.48,1,no,332,602.6999999999999,61.010000000000005
88,0,0,2.38,3,no,302,537.0,42.400000000000006
89,0,0,2.92,2,no,291,526.2,51.279999999999994
82,0,0,2.86,3,yes,281,629.4000000000001,59.339999999999996
139,0,0,2.65,3,no,373,535.0,56.02
87,0,0,3.73,0,no,340,547.2,54.28
137,1,0,3.08,2,no,336,596.0,55.019999999999996
45,0,0,2.0,1,yes,327,450.09999999999997,37.57
90,0,0,2.4,1,no,281,614.2,59.33
103,0,0,1.73,1,no,306,610.7,55.29
100,0,0,1.97,2,no,321,475.40000000000003,57.910000000000004
110,0,0,1.7,3,no,292,461.79999999999995,50.519999999999996
124,0,0,3.19,2,no,286,486.40000000000003,56.83
10,0,0,2.35,2,no,253,604.2,58.660000000000004
89,0,1,2.03,2,no,363,820.2,68.35
121,0,0,2.08,2,no,308,528.0,58.160000000000004
101,0,0,1.65,3,no,281,630.7,66.44999999999999
103,0,1,3.92,2,no,341,530.1,54.94
51,0,0,2.4,1,no,258,587.4,60.010000000000005
2,1,0,2.46,2,yes,249,463.6,42.940000000000005
111,0,0,2.51,0,no,346,638.9,62.5
118,0,0,3.4,2,no,319,556.1999999999999,51.72
193,0,0,2.94,2,yes,310,449.5,38.03
114,0,0,2.73,1,no,346,642.0999999999999,61.449999999999996
185,0,1,3.73,2,no,300,550.1999999999999,53.440000000000005
101,0,0,2.05,3,no,288,610.8,62.839999999999996
95,0,1,2.84,3,no,290,599.1,62.86
7,0,1,2.92,1,no,335,634.2,62.85
126,0,0,2.16,1,yes,298,682.8000000000001,77.6
71,0,0,3.05,0,no,343,492.7,55.03
124,0,0,3.0,3,no,254,651.8,69.34
97,1,0,1.97,0,yes,332,635.5,64.52
28,0,0,2.51,2,no,326,583.0999999999999,54.870000000000005
90,1,0,2.48,4,yes,304,502.8,49.96
190,0,0,3.97,1,no,288,599.4,56.58
31,0,1,3.11,1,no,312,702.6,67.95
73,0,0,2.86,0,no,219,498.29999999999995,57.87
111,0,0,2.27,0,yes,293,684.2,72.63
98,0,0,1.84,4,yes,218,326.7,21.09
106,1,0,2.89,1,yes,241,503.4,46.879999999999995
111,0,0,2.78,0,no,341,646.7,64.88999999999999
59,0,0,3.21,1,no,276,628.6,55.66
71,0,1,1.51,2,no,311,524.4,47.8
55,0,0,4.0,0,yes,370,747.3,78.58
13,0,0,3.21,1,no,300,479.59999999999997,39.37
136,0,1,3.54,0,no,329,518.8000000000001,42.699999999999996
123,0,0,2.97,0,no,316,581.6,49.14
105,0,0,3.46,2,no,283,533.9,51.4
50,0,1,3.67,3,no,315,737.1,80.63000000000001
97,0,0,3.46,3,no,253,527.5,51.59
51,0,0,4.02,0,no,321,665.0,66.09
73,0,0,2.78,1,yes,277,715.7,68.26
35,0,0,3.54,2,no,317,383.8,37.75
64,0,0,3.67,1,no,248,690.2,66.12
63,0,0,2.67,3,no,305,360.3,35.51
117,0,1,2.08,3,no,344,605.9,49.88
115,0,0,3.7,1,yes,296,765.9,75.11999999999999
162,0,0,3.13,1,no,295,589.0,58.529999999999994
89,0,0,3.32,3,no,286,493.9,40.59
94,1,0,2.32,1,no,331,601.0,64.28999999999999
129,0,0,3.11,4,no,286,547.2,58.370000000000005
86,0,0,1.97,1,no,327,529.8,58.050000000000004
96,0,0,1.78,1,no,397,606.3,56.22
190,0,0,2.4,1,no,308,620.0,59.22
80,0,0,2.21,1,no,253,487.5,42.48
108,0,0,1.11,4,yes,308,514.6,44.9
97,0,1,2.3,0,no,321,586.1,56.46
84,0,1,3.05,0,no,336,736.0,67.44
65,0,0,1.13,4,yes,369,772.9000000000001,75.17
58,1,1,2.4,1,no,301,608.5,56.129999999999995
36,0,0,2.75,3,no,357,635.1,63.11
54,0,0,3.24,1,no,343,457.4,40.11
45,0,0,2.97,1,no,311,608.2,57.24999999999999
72,0,1,2.21,2,no,314,533.6,51.68000000000001
141,0,0,2.73,3,no,306,437.4,32.65
20,0,1,1.92,0,no,350,490.20000000000005,49.620000000000005
94,0,0,4.13,1,no,231,611.6999999999999,60.88
40,0,0,2.51,1,no,309,351.0,35.370000000000005
101,0,0,1.22,3,yes,278,691.5,73.14
170,0,0,2.46,0,no,326,640.9,68.77
105,0,0,3.51,1,no,292,639.2,67.92999999999999
103,0,0,3.29,0,no,296,496.6,50.7
140,1,1,3.11,4,no,326,547.5,54.69
101,0,0,1.94,1,no,214,360.9,23.93
98,0,1,2.97,1,no,268,581.9,49.11
104,0,0,3.16,4,no,322,602.6999999999999,56.839999999999996
115,0,0,0.0,3,no,279,505.3,47.14
70,0,0,1.54,1,no,264,674.7,65.23
126,0,0,2.86,0,no,284,475.6,47.269999999999996
87,0,1,2.57,3,no,264,470.6,40.47
125,0,0,2.38,4,yes,309,464.5,42.32
86,0,0,2.4,1,no,342,631.1,54.879999999999995
73,0,1,3.19,6,yes,294,568.0,46.089999999999996
232,0,0,3.19,1,no,296,479.8,50.12
133,0,0,3.29,1,no,263,634.5999999999999,57.31
103,0,0,2.08,1,no,290,526.9,52.230000000000004
131,0,1,2.54,1,no,259,579.7,52.400000000000006
95,0,1,2.65,0,no,263,624.5999999999999,57.45
182,0,0,2.62,1,no,330,585.7,55.370000000000005
99,0,0,2.46,0,no,298,549.9,50.71
141,0,0,2.89,1,no,257,424.3,37.11
29,1,1,1.54,2,no,286,558.1,61.82
65,0,0,1.78,2,no,300,428.0,38.14
81,1,0,4.83,3,yes,263,535.8,49.66
37,0,1,2.81,0,no,293,691.9,72.88
107,0,1,1.51,1,no,224,643.4000000000001,57.849999999999994
127,1,1,2.81,1,no,380,408.20000000000005,36.74
78,0,0,3.16,0,no,298,588.8,51.89000000000001
55,0,0,1.24,2,no,357,573.8,50.05
86,0,1,2.65,2,no,299,618.0999999999999,50.839999999999996
176,0,0,2.59,2,no,293,570.9,63.91
96,1,0,3.02,2,no,332,588.4,63.13
11,0,1,1.89,1,no,293,639.4,62.870000000000005
48,0,1,2.05,1,no,262,689.6,66.73
127,0,0,3.05,1,no,338,618.6,62.980000000000004
79,0,0,3.29,1,no,278,574.1,61.14
83,0,1,2.92,1,no,296,594.7,64.45
60,0,0,4.08,2,no,342,663.9,64.7
122,0,0,2.32,0,no,362,568.6999999999999,52.4
136,0,0,1.35,1,no,281,480.6,49.06
172,0,1,2.38,1,no,343,706.5,73.61999999999999
79,0,0,2.4,3,no,263,644.1,62.62
55,0,1,2.62,1,no,312,771.5,69.39999999999999
111,0,1,2.78,2,no,232,433.5,41.9
160,0,0,2.24,0,no,343,566.4000000000001,54.129999999999995
110,0,0,2.11,4,no,336,588.9,63.31
192,0,0,3.43,4,no,234,674.1999999999999,69.44
93,0,0,2.94,0,no,291,461.7,43.9
77,0,0,3.32,2,no,324,548.6,48.849999999999994
105,0,1,2.19,2,no,336,574.6,60.11
133,0,1,3.81,2,yes,280,607.5,57.459999999999994
131,0,0,1.78,1,no,251,700.2,58.49
118,0,0,1.59,1,no,334,509.1,44.43
125,0,0,2.32,1,no,291,585.3,51.870000000000005
95,0,0,4.35,0,no,260,599.3,59.21
80,0,0,2.51,3,no,323,536.9,55.19
145,0,0,2.7,0,no,274,489.6,37.55
37,0,0,2.19,2,no,340,490.9,55.34
87,0,0,2.05,1,no,238,595.9000000000001,55.05
195,0,0,1.38,0,no,295,467.4,37.74
123,0,1,4.05,0,no,273,555.9000000000001,58.89
41,0,1,1.59,1,no,289,460.3,52.120000000000005
76,1,0,3.24,1,yes,271,702.1000000000001,76.30000000000001
86,1,0,2.78,1,no,315,654.6,70.0
140,0,0,4.4,0,no,239,519.1,43.730000000000004
70,0,0,4.27,3,no,326,356.3,32.41
121,0,1,1.59,0,no,254,610.2,59.6
112,0,0,2.65,1,no,329,661.3,62.74999999999999
118,0,0,2.62,2,no,308,649.5,68.91999999999999
66,0,1,2.4,1,no,295,712.1999999999999,63.17
129,0,1,4.0,2,no,309,527.4,54.61
6,0,0,2.54,3,no,313,543.0,58.839999999999996
107,1,0,2.7,1,no,296,679.7,66.37
107,1,0,3.48,3,yes,318,557.3000000000001,49.06
138,0,0,4.16,1,no,336,493.8,45.61000000000001
103,0,0,2.62,0,no,271,611.6,53.1
116,0,1,3.0,0,no,273,698.7,69.23
161,0,0,3.19,2,no,331,562.4000000000001,45.089999999999996
1,0,0,1.89,1,no,280,704.1,68.06
89,0,0,3.46,1,no,331,590.3,57.84
64,0,0,2.62,1,no,291,677.4,70.06
129,0,0,1.32,2,no,308,613.5999999999999,62.09
128,0,1,2.92,0,no,317,676.3,68.77
81,0,1,3.16,3,no,305,607.5,51.290000000000006
114,0,0,2.86,1,no,302,510.2,52.59
86,0,0,3.11,3,no,300,569.5999999999999,50.78000000000001
96,0,0,3.29,1,no,291,610.5,59.89
72,0,0,3.43,0,no,294,565.8,63.830000000000005
64,0,1,1.59,8,no,299,611.5,63.080000000000005
65,0,0,2.3,2,no,386,654.5,57.49
136,0,0,2.89,2,no,265,668.6,68.35
116,0,0,3.24,1,no,342,605.8,58.72
93,0,0,1.78,3,no,282,679.2,60.6
142,0,1,2.48,3,no,308,623.6,64.77000000000001
92,0,0,2.32,1,no,270,657.4,70.00999999999999
70,0,0,1.81,1,no,277,674.1,67.22
22,0,1,1.13,1,no,294,486.59999999999997,55.660000000000004
37,0,0,3.24,2,no,324,654.3,66.97
51,0,0,1.89,1,no,327,655.0,58.769999999999996
130,0,0,3.35,1,no,285,601.4,60.96
104,0,0,3.05,2,no,299,545.9,50.129999999999995
134,0,0,2.4,2,no,309,600.2,58.300000000000004
108,0,1,2.57,2,no,342,558.1,53.290000000000006
103,0,0,2.62,3,no,214,639.4,60.239999999999995
62,0,0,1.51,1,no,308,595.3,53.66
162,0,0,3.08,2,no,298,524.3,45.86
42,0,0,3.54,1,no,301,432.5,39.43
36,0,0,2.43,0,no,319,573.8,49.88
143,0,0,1.22,0,yes,311,593.4,61.3
197,0,0,2.86,3,no,299,553.6,51.129999999999995
81,0,0,2.16,1,yes,339,748.9,75.0
138,1,0,2.59,4,yes,313,400.0,31.259999999999998
103,0,1,3.11,0,yes,280,492.3,47.73
127,1,0,3.75,2,yes,278,720.3,71.73
99,0,0,3.24,2,no,272,645.9000000000001,64.3
95,0,0,2.4,0,no,290,480.1,37.92
113,0,0,3.7,5,yes,313,350.9,27.130000000000003
128,1,0,2.89,0,no,329,499.0,57.160000000000004
81,1,0,3.21,0,no,338,697.0999999999999,68.26
57,0,0,3.43,1,no,259,586.3,56.81
140,0,0,2.21,1,no,273,510.4,51.54
102,0,0,2.78,1,no,318,612.3,68.32000000000001
107,0,0,3.89,1,no,344,519.9000000000001,43.89
106,0,0,3.08,2,no,314,384.6,32.629999999999995
225,0,0,2.35,0,yes,308,649.1,60.83
75,0,0,4.43,2,no,275,474.2,47.449999999999996
86,0,0,3.05,0,no,258,661.2,65.57
169,0,0,3.59,1,no,261,593.5,61.65
122,0,1,2.32,2,no,316,549.1,55.870000000000005
106,0,0,2.59,0,no,371,685.3,63.03
52,0,1,3.65,2,no,232,666.6999999999999,56.150000000000006
79,0,1,4.0,2,no,280,596.6,49.269999999999996
135,0,0,1.59,2,no,313,634.2,65.6
70,0,0,2.4,0,no,301,567.0,54.75
80,0,0,2.7,2,no,257,563.0999999999999,52.35000000000001
37,0,0,3.48,0,no,299,527.8,52.81
161,0,1,1.97,1,no,291,536.3,55.959999999999994
137,0,0,0.0,1,no,255,582.1,46.22
123,0,0,2.92,0,no,352,444.7,40.81
80,0,1,2.57,2,no,239,643.6,66.44
94,0,0,4.21,0,no,314,592.2,46.449999999999996
105,0,1,3.08,1,no,291,583.3,50.6
73,0,1,3.11,0,no,298,600.5,58.36
112,0,0,4.67,2,no,297,603.5,54.28
179,0,0,1.65,1,no,300,590.1,62.44
57,0,0,2.73,1,no,260,604.4,54.34
127,0,1,3.13,1,no,267,534.7,48.75
122,1,1,3.43,1,no,269,652.0,66.38
33,0,1,2.3,1,no,298,504.1,48.959999999999994
94,0,0,2.81,3,no,247,496.0,45.36
100,0,0,2.75,1,no,371,562.4,55.559999999999995
106,0,0,2.38,2,no,276,519.3000000000001,50.22
148,0,1,4.46,2,no,288,435.4,50.4
120,0,1,2.86,0,no,312,733.4000000000001,76.44000000000001
91,0,1,1.51,1,no,294,581.5,58.58
86,0,0,2.43,1,no,283,542.0,48.019999999999996
94,0,0,3.4,1,no,329,560.6,51.410000000000004
85,0,0,3.08,2,yes,284,743.7,70.98
89,0,0,1.94,1,no,227,444.2,36.96
128,0,0,3.43,1,no,300,596.7,60.0
115,1,0,3.35,1,no,315,595.9,57.269999999999996
76,0,0,1.57,1,no,258,555.9,49.9
90,0,1,3.0,2,no,339,557.4,57.06
30,0,0,1.57,3,no,314,487.3,45.61
105,1,0,2.94,1,yes,312,807.8,81.73
102,0,1,1.7,3,no,268,434.7,40.87
63,0,1,2.21,0,no,314,583.9000000000001,61.07
155,0,0,4.08,2,no,304,525.9,52.19
82,0,1,2.38,2,no,284,378.00000000000006,42.89
87,0,0,3.62,1,no,306,616.0999999999999,59.620000000000005
115,0,1,1.22,0,no,343,647.7,57.78
121,1,1,2.35,3,no,364,630.5,67.35000000000001
54,0,1,3.05,2,no,285,470.3,43.48
105,0,0,3.59,3,no,246,497.0,47.5
73,0,0,3.0,1,no,336,539.3,49.84
95,0,0,2.73,0,no,356,759.9000000000001,68.43
21,0,1,3.48,3,no,273,491.99999999999994,46.910000000000004
163,0,1,3.73,2,no,286,672.7,66.13
57,0,0,3.02,0,no,291,689.6999999999999,61.620000000000005
104,1,0,3.4,4,no,266,760.9,66.05
95,0,0,1.03,3,no,312,600.8,60.669999999999995
74,0,0,2.05,2,no,208,650.5999999999999,57.44
67,0,0,2.94,0,no,308,625.8,57.57
104,1,0,2.97,0,no,324,569.3,50.61
71,0,1,3.21,1,no,323,565.0,56.699999999999996
149,0,0,3.29,4,yes,317,492.2,43.78
154,0,1,2.59,0,no,301,579.1,61.739999999999995
117,0,0,2.59,1,no,297,566.5,58.54
130,0,0,3.05,1,no,367,539.2,54.35
73,0,0,3.0,2,no,370,580.0,63.050000000000004
100,0,1,2.65,0,no,313,808.7,76.24
149,0,0,2.32,1,no,280,519.8000000000001,57.230000000000004
29,0,0,3.43,2,no,289,497.4,53.71
131,0,0,4.27,1,no,278,417.0,37.25
153,0,0,2.16,2,no,319,593.6,52.96
133,0,0,2.7,2,no,301,566.5999999999999,54.53
112,0,0,3.02,0,no,333,551.7,53.87
87,0,0,2.57,0,no,270,651.5,61.37
66,0,0,2.57,4,yes,354,504.79999999999995,49.93000000000001
74,0,0,2.46,2,no,308,682.0999999999999,67.44
116,0,0,2.62,6,yes,238,506.7,49.91
68,0,0,3.16,2,no,284,486.09999999999997,49.019999999999996
68,0,0,2.97,3,no,295,600.6,61.91
54,1,0,2.73,1,no,246,643.5,65.34
107,0,0,1.97,3,no,277,619.6,51.61
124,0,0,2.84,1,no,253,518.0999999999999,53.42
95,0,1,3.05,3,no,327,831.0,84.24000000000001
173,0,0,2.67,0,yes,396,657.3,74.63
110,0,0,3.65,1,no,270,543.3,56.52
102,0,0,2.3,0,no,325,681.7,61.97
130,0,0,2.81,0,no,335,433.20000000000005,35.78
91,0,1,2.59,1,no,290,593.2,69.43999999999998
64,1,0,4.67,1,yes,353,473.1,53.78
176,0,1,1.94,1,no,308,623.5,69.96000000000001
93,1,0,3.0,1,yes,287,506.8,48.02
84,0,1,2.89,1,no,274,394.1,34.49
138,0,0,1.35,3,no,283,582.5,52.01
101,0,1,2.89,1,no,359,618.9000000000001,50.349999999999994
136,0,0,1.62,2,no,267,477.8,45.61000000000001
132,0,1,3.7,0,no,260,489.50000000000006,53.519999999999996
128,0,0,3.97,3,no,263,573.2,64.01
92,0,1,2.4,1,no,348,611.9,64.19
197,1,0,3.7,5,yes,290,523.5,48.37
191,0,0,2.94,1,no,307,613.6,57.51
99,0,1,2.86,2,no,291,583.0999999999999,58.17
78,0,0,2.75,0,no,309,494.79999999999995,53.29
98,0,0,2.11,1,no,316,536.1,52.58
56,0,1,3.43,1,no,261,572.3,48.33
84,0,0,3.78,2,no,239,713.5999999999999,59.5
95,0,0,3.7,2,no,262,545.0,56.699999999999996
16,0,0,2.84,5,no,285,627.2,61.3
76,1,0,2.67,1,yes,283,693.0,70.58
93,0,0,2.75,0,no,266,589.8,53.099999999999994
83,0,0,2.08,2,no,297,463.5,44.400000000000006
123,0,0,2.43,1,no,247,580.7,56.5
82,0,0,2.86,0,yes,295,805.2,85.8
110,0,0,1.92,1,no,304,597.4000000000001,54.28
96,0,1,2.3,1,no,221,537.5,49.309999999999995
47,0,1,3.48,2,no,351,664.0,64.11
115,0,0,3.81,2,no,302,394.20000000000005,36.0
69,0,0,2.92,3,no,257,479.4,45.19
163,0,1,3.32,2,no,221,712.2,69.5
98,0,0,2.84,3,no,320,434.5,36.11
174,0,1,3.35,1,no,367,654.2,65.59
95,0,0,1.97,2,yes,301,682.0,73.66
79,0,0,1.7,1,yes,313,718.4000000000001,73.28999999999999
123,0,1,3.38,1,no,356,620.9,62.74
99,0,0,3.11,7,yes,284,588.5,49.65
141,0,0,3.35,1,no,301,570.0,60.620000000000005
132,0,0,3.11,1,no,307,585.4,55.95
133,0,0,1.62,0,no,281,657.4000000000001,61.57
133,0,0,2.27,4,no,357,543.0999999999999,58.49
93,0,1,2.54,2,no,263,526.4,55.63
34,0,0,2.97,2,yes,236,744.4000000000001,81.11
96,0,1,3.0,2,no,285,560.4,55.46
144,0,0,3.13,1,yes,275,639.2,73.21000000000001
24,0,1,1.94,3,no,324,556.1,62.2
54,0,0,3.16,1,no,386,661.0,68.75999999999999
50,0,0,1.51,5,yes,311,498.5,45.24
92,0,1,3.02,4,no,322,542.4,55.68
96,0,0,2.84,3,no,188,629.4,63.05
146,0,0,2.43,2,no,279,670.2,60.59
138,1,1,3.16,0,no,303,544.4000000000001,59.580000000000005
76,0,0,2.03,5,yes,251,536.1,47.44
99,0,0,3.08,3,no,252,541.5999999999999,53.69
83,0,1,3.59,0,no,301,586.1,48.83
36,0,1,2.46,1,no,251,543.0,53.25000000000001
109,1,0,2.62,2,yes,300,716.9,71.84
100,0,0,4.1,2,no,355,516.6,52.75
104,0,0,1.65,1,no,339,543.4,52.260000000000005
106,0,0,2.21,1,no,316,622.2,59.949999999999996
100,0,0,1.92,1,no,220,397.4,36.82
99,0,0,3.81,2,no,322,615.3000000000001,51.949999999999996
50,0,0,2.97,1,no,337,544.3,49.61
105,0,0,3.29,1,no,220,519.7,42.42
161,0,0,3.4,2,no,298,611.0999999999999,51.19
97,0,1,2.24,3,no,320,603.6999999999999,52.72
130,0,0,0.95,0,no,252,634.5,54.92
92,0,0,3.73,1,no,300,673.2,61.949999999999996
119,0,0,4.0,0,no,249,488.79999999999995,45.81
115,0,0,1.86,1,yes,340,683.5,74.78
134,0,0,2.38,0,no,256,565.8,51.4
127,0,1,1.3,0,no,254,718.8,63.8
80,0,0,1.57,2,yes,407,736.7,78.78999999999999
153,0,1,2.54,0,no,338,471.6,53.910000000000004
85,0,0,1.0,3,no,275,726.5,72.39
79,0,0,3.08,1,no,274,490.8,35.77
35,0,0,1.57,1,no,288,650.2,72.19
120,0,1,2.08,0,no,314,736.8,73.46000000000001
68,0,0,2.75,0,no,340,583.8,61.34
120,0,0,2.7,1,no,345,509.9,50.58
23,0,0,1.86,1,yes,295,544.8,45.41
225,0,0,2.38,1,no,308,647.2,61.82
181,1,0,3.81,0,yes,264,547.7,49.78
63,0,0,2.03,2,no,314,579.7,52.239999999999995
54,1,0,2.62,2,yes,327,591.7,60.83
80,1,1,3.21,1,no,312,471.09999999999997,47.93
118,1,1,2.48,1,no,320,394.90000000000003,41.92999999999999
42,1,0,3.24,2,no,335,520.5999999999999,53.0
134,0,0,3.27,0,no,303,681.5,65.00999999999999
66,0,1,2.4,0,no,301,661.6,64.08
127,0,1,2.08,1,no,364,713.5999999999999,71.02999999999999
146,0,0,2.0,0,no,288,531.2,53.8
93,0,1,3.11,1,no,291,611.1,59.28
77,0,0,2.03,0,yes,261,738.6999999999999,74.05
111,0,0,3.43,4,yes,293,481.6,47.089999999999996
125,0,0,3.13,2,no,281,493.70000000000005,50.589999999999996
115,0,1,2.84,2,no,296,510.4,50.55
115,1,0,2.92,2,yes,334,521.9,47.55
114,0,0,2.59,2,no,261,576.3,60.06
118,0,1,3.43,2,no,337,540.4,44.56
21,0,0,1.78,1,no,285,694.2,68.55
142,0,1,2.57,0,no,274,782.4000000000001,76.62
62,0,0,2.97,0,no,341,631.0999999999999,59.17
149,0,0,2.7,3,yes,260,707.5,71.97
54,0,1,3.05,2,no,255,513.1999999999999,44.16
112,0,0,3.05,1,no,318,604.3,59.38
68,0,0,3.24,1,no,297,597.1,55.37
201,0,1,4.08,1,no,303,547.2,58.18
88,0,0,2.16,1,no,235,528.6,57.830000000000005
85,0,1,2.94,1,no,347,450.0,43.919999999999995
51,1,0,3.81,0,yes,285,600.7,55.55
45,0,1,2.13,2,no,297,593.9,52.6
116,0,0,2.21,0,no,319,595.3,52.75
146,0,1,2.11,1,no,276,613.5,62.580000000000005
63,0,1,3.32,1,no,313,575.0,53.980000000000004
133,0,0,1.27,0,no,324,414.90000000000003,50.019999999999996
125,0,0,2.48,2,no,346,607.4,59.51
72,0,0,2.92,1,no,304,530.0,49.67999999999999
130,0,0,1.65,0,no,308,565.5999999999999,49.61
97,0,0,1.97,1,no,315,707.5999999999999,63.28
54,0,0,3.11,1,yes,288,713.5,76.86
160,0,1,4.1,1,no,360,551.1999999999999,55.89
79,0,0,3.51,1,no,310,492.20000000000005,45.58
92,0,1,2.75,0,no,320,553.1,50.900000000000006
132,0,0,1.67,1,no,260,418.29999999999995,45.92999999999999
93,0,0,2.3,2,no,329,639.6999999999999,58.79
101,0,0,2.3,1,no,273,646.9,61.45
125,1,0,2.59,0,yes,341,611.8,57.37
63,0,0,2.89,3,no,320,659.8000000000001,65.41
107,0,0,3.16,0,no,311,554.4,60.26
110,0,0,3.48,3,no,297,531.6999999999999,56.43
83,0,0,3.35,3,no,290,659.1,66.98
117,0,0,3.73,1,no,334,652.7,57.42999999999999
124,0,0,3.21,0,no,372,662.5,63.71
115,0,0,4.16,3,no,331,573.8,48.480000000000004
156,1,0,2.24,1,no,321,609.6999999999999,71.60000000000001
89,0,0,1.65,0,no,309,525.4,54.209999999999994
72,0,0,3.54,0,no,393,528.1,57.25
101,0,1,2.57,0,no,256,550.5,57.300000000000004
53,0,0,4.97,2,no,339,542.3000000000001,56.160000000000004
116,0,0,1.97,2,no,370,500.5,49.18
78,0,0,3.19,3,no,378,617.1,52.82
56,0,0,2.4,1,no,294,530.8,45.7
123,0,1,4.16,1,no,322,624.4,71.7
127,0,0,2.38,2,no,294,507.6,49.93
116,0,1,3.19,2,no,303,669.7,67.32
138,0,1,4.05,1,no,301,610.3,60.08
120,0,0,2.11,3,no,277,579.1,61.870000000000005
102,0,0,2.08,3,no,361,552.5,56.03
95,0,0,3.62,2,no,298,594.5,54.74
102,0,0,2.67,2,no,242,502.70000000000005,50.370000000000005
89,0,1,2.86,1,no,326,574.6,60.64
50,0,0,2.84,1,no,289,541.0,68.74
93,0,1,3.05,7,no,322,686.7,60.63999999999999
68,0,0,4.08,1,no,351,545.9,57.480000000000004
70,0,0,2.16,2,no,302,666.7,67.11
141,0,1,2.16,4,no,322,582.2,56.51
112,0,1,2.62,0,no,315,592.7,59.67999999999999
117,1,0,2.32,1,yes,268,529.2,42.71000000000001
1,0,1,2.19,1,no,372,570.7,59.09
70,0,0,3.56,1,no,302,555.3000000000001,56.88999999999999
87,0,1,1.92,2,no,323,541.3000000000001,57.5
52,0,1,1.43,2,no,308,459.29999999999995,49.38
97,0,0,2.4,0,yes,261,708.5,74.44
105,0,0,4.37,2,no,254,585.5,54.15
77,0,1,3.11,4,yes,293,587.9,53.22
80,1,0,3.75,2,yes,330,681.3,63.23
120,0,1,3.11,1,no,304,514.3,52.379999999999995
54,0,1,3.38,2,no,307,483.40000000000003,48.150000000000006
148,1,0,2.32,2,no,323,505.19999999999993,47.64000000000001
119,0,0,3.75,2,yes,300,663.2,72.11
162,0,1,2.51,1,yes,378,610.0999999999999,58.64
85,0,0,2.94,5,yes,353,499.8,50.82000000000001
101,0,1,3.92,1,no,356,551.7,49.55
172,0,0,1.59,0,no,269,647.2,60.81
67,0,0,2.94,2,no,296,342.6,34.75
86,0,0,2.62,1,no,258,612.9,61.120000000000005
107,0,0,3.27,1,yes,329,757.7,73.32
116,0,0,2.16,0,no,322,665.6,61.35
63,0,0,2.0,0,no,292,686.7,68.23
119,1,1,2.08,0,yes,319,491.29999999999995,46.91
133,1,0,2.16,0,yes,286,685.0,72.75
94,1,0,2.35,1,no,285,552.6,57.0
69,0,0,3.08,0,no,238,660.4000000000001,64.57000000000001
146,0,0,2.13,7,yes,313,486.2,48.02
119,0,0,2.4,2,yes,314,548.8000000000001,45.08
142,1,1,2.65,0,no,289,568.5,55.46
101,0,0,3.65,1,yes,355,790.2,76.36
43,0,0,2.16,0,no,337,659.5,62.2
69,0,0,1.49,0,no,286,648.0,61.080000000000005
15,1,0,2.19,2,no,244,588.8,49.13
107,0,1,3.24,1,no,289,562.2,61.14
67,0,0,1.32,2,no,342,590.3,55.72
99,0,0,3.08,1,no,275,558.0,52.55
46,0,0,2.19,1,no,388,596.5,55.21
55,1,0,2.62,1,no,329,621.8,62.22
56,0,0,4.0,4,yes,292,566.9,51.76
76,0,0,2.08,0,yes,297,744.6,77.05
132,1,1,3.48,2,no,233,625.7,62.260000000000005
140,0,1,3.0,1,no,268,514.0,49.66
51,1,1,3.32,2,no,292,528.8,48.8
27,0,0,3.43,1,no,287,633.3,67.36
224,0,0,1.49,3,no,305,503.59999999999997,43.59
105,1,1,3.97,0,yes,298,430.9,43.19
117,0,0,3.24,2,no,267,558.6999999999999,60.35
91,0,0,2.78,1,yes,326,465.6,45.72
135,0,0,2.78,4,no,267,547.4,61.7
146,0,0,2.78,3,no,261,650.8,60.36
147,1,0,2.67,0,yes,355,553.3,60.44
